date,ticker,action,price,size,reason,pnl_pct
2025-07-25,LALPATHLAB.NS,SELL,3087.0906854591794,-1,RSI Overbought,4.454578572844361
2025-07-25,COFORGE.NS,SELL,1671.170345834553,-2,Stop Loss,-10.091247739222426
2025-07-25,MPHASIS.NS,BUY,2621.0,1,RHS Breakout (Neckline: ₹2521.56),
2025-07-28,COFORGE.NS,BUY,1684.9387711023837,2,RHS Breakout (Neckline: ₹1566.01),
2025-07-31,INFY.NS,SELL,1509.699951171875,-3,Death Cross,-2.735604639067217
2025-08-01,DELHIVERY.NS,BUY,427.0,11,RHS Breakout (Neckline: ₹401.65),
2025-08-01,LALPATHLAB.NS,BUY,3184.008429198795,1,RHS Breakout (Neckline: ₹3005.19),
2025-08-04,RELIANCE.NS,SELL,1389.5502251510159,-3,Death Cross,-2.262862026974794
2025-08-04,BAJFINANCE.NS,SELL,874.0,-5,Death Cross,-3.385170283767638
2025-08-04,LALPATHLAB.NS,SELL,3200.078307614903,-1,RSI Overbought,0.5047059005478794
2025-08-05,DELHIVERY.NS,SELL,460.45001220703125,-11,RSI Overbought,7.833726512185304
2025-08-05,COFORGE.NS,SELL,1745.0,-2,Death Cross,3.5645941518884254
2025-08-11,TITAN.NS,BUY,3473.0,1,RHS Breakout (Neckline: ₹3302.31),
2025-08-11,COFORGE.NS,BUY,1606.800048828125,3,RHS Breakout (Neckline: ₹1566.01),
2025-08-18,MPHASIS.NS,SELL,2747.199951171875,-1,Death Cross,4.8149542606591
2025-08-19,ASIANPAINT.NS,SELL,2587.39990234375,-2,RSI Overbought,3.194665654517994
2025-08-20,RELIANCE.NS,BUY,1413.0,3,RHS Breakout (Neckline: ₹1247.09),
2025-08-20,LALPATHLAB.NS,BUY,3392.300048828125,1,RHS Breakout (Neckline: ₹3005.19),
2025-08-21,LALPATHLAB.NS,SELL,3455.0,-1,RSI Overbought,1.8483020449071064
2025-08-25,HDFCBANK.NS,BUY,980.0999755859375,5,RHS Breakout (Neckline: ₹1012.58),
2025-08-26,TITAN.NS,SELL,3662.800048828125,-1,RSI Overbought,5.465017242387705
2025-08-26,MPHASIS.NS,BUY,2900.0,1,RHS Breakout (Neckline: ₹2521.56),
2025-08-27,TCS.NS,BUY,3157.199951171875,1,RHS Breakout (Neckline: ₹3147.00),
2025-08-27,INFY.NS,BUY,1529.5999755859375,3,RHS Breakout (Neckline: ₹1558.55),
2025-08-27,ASIANPAINT.NS,BUY,2481.39990234375,2,RHS Breakout (Neckline: ₹2293.74),
2025-08-27,TITAN.NS,BUY,3594.0,1,RHS Breakout (Neckline: ₹3302.31),
2025-08-29,HDFCBANK.NS,SELL,954.0,-5,Death Cross,-2.6629911474422836
2025-09-01,LALPATHLAB.NS,BUY,3308.800048828125,1,RHS Breakout (Neckline: ₹3005.19),
2025-09-04,DELHIVERY.NS,BUY,482.70001220703125,10,RHS Breakout (Neckline: ₹401.65),
2025-09-05,BAJFINANCE.NS,BUY,942.0,5,RHS Breakout (Neckline: ₹894.43),
2025-09-11,BAJFINANCE.NS,SELL,968.0,-5,RSI Overbought,2.7600849256900215
2025-09-15,BAJFINANCE.NS,BUY,999.0,5,RHS Breakout (Neckline: ₹969.15),
2025-09-16,BAJFINANCE.NS,SELL,1005.8499755859375,-5,RSI Overbought,0.6856832418355856
2025-09-19,BAJFINANCE.NS,BUY,991.0,5,RHS Breakout (Neckline: ₹969.15),
2025-09-23,BAJFINANCE.NS,SELL,999.0,-5,RSI Overbought,0.8072653884964682
2025-09-24,BAJFINANCE.NS,BUY,1021.5,4,RHS Breakout (Neckline: ₹894.43),
2025-09-25,BAJFINANCE.NS,SELL,1020.0,-4,RSI Overbought,-0.14684287812041116
2025-09-26,BAJFINANCE.NS,BUY,1008.0499877929688,4,RHS Breakout (Neckline: ₹894.43),
2025-09-30,TCS.NS,SELL,2911.0,-1,Death Cross,-7.798047478129842
2025-09-30,COFORGE.NS,SELL,1583.9000244140625,-3,Death Cross,-1.4251944061592479
2025-10-01,COFORGE.NS,BUY,1591.0,3,RHS Breakout (Neckline: ₹1566.01),
2025-10-02,ASIANPAINT.NS,SELL,2335.800048828125,-2,Death Cross,-5.867649683475121
2025-10-03,TITAN.NS,SELL,3379.89990234375,-1,Death Cross,-5.957153524102671
