date,ticker,action,price,size,reason,pnl_pct
2024-01-04,BAJFINANCE.NS,BUY,747.6106144641175,6,Golden Cross,
2024-01-10,JCHAC.NS,BUY,1253.2045631842245,4,Golden Cross,
2024-01-15,ERIS.NS,BUY,914.806259346112,5,Golden Cross,
2024-01-31,TTKPRESTIG.NS,BUY,771.9731794280075,6,Golden Cross,
2024-02-05,ICICIGI.NS,BUY,1484.7109463214558,3,Golden Cross,
2024-02-05,VGUARD.NS,BUY,312.796654787407,16,Golden Cross,
2024-02-28,EICHERMOT.NS,BUY,3908.2096558999415,1,Golden Cross,
2024-03-01,PIDILITIND.NS,BUY,1351.9263325554937,3,Golden Cross,
2024-03-04,ICICIPRULI.NS,BUY,538.2283152232802,9,Golden Cross,
2024-03-11,POLYCAB.NS,BUY,4860.301482677193,1,Golden Cross,
2024-03-12,BANKBEES.NS,BUY,484.4800109863281,10,Golden Cross,
2024-03-13,NESTLEIND.NS,BUY,1278.276821281524,3,Golden Cross,
2024-03-13,AXISBANK.NS,BUY,1094.2196544723279,4,Golden Cross,
2024-03-20,HDFCLIFE.NS,BUY,626.1340368615693,7,Golden Cross,
2024-03-28,BERGEPAINT.NS,BUY,556.6764738305038,8,Golden Cross,
2024-03-28,TITAN.NS,BUY,3736.4920515588933,1,Golden Cross,
2024-04-03,HDFCBANK.NS,BUY,716.4500763746179,6,Golden Cross,
2024-04-08,KOTAKBANK.NS,BUY,1789.7726660761944,2,Golden Cross,
2024-04-08,BAJAJFINSV.NS,BUY,1688.1120875949061,3,Golden Cross,
2024-04-08,ITC.NS,BUY,406.8009610921631,12,Golden Cross,
2024-04-15,RADICO.NS,BUY,1754.3848716479595,2,Golden Cross,
2024-04-16,MOTILALOFS.NS,BUY,491.1675250630998,10,Golden Cross,
2024-04-29,MOTILALOFS.NS,SELL,652.1613449639436,-10,Target Reached,32.777781853586745
2024-05-06,MARICO.NS,BUY,513.0342163251373,10,Golden Cross,
2024-05-07,ASIANPAINT.NS,BUY,2887.1278491453986,1,Golden Cross,
2024-05-14,POLYCAB.NS,SELL,6364.916173962193,-1,Target Reached,30.957229641981282
2024-05-16,HDFCAMC.NS,BUY,3644.7065835543344,1,Golden Cross,
2024-05-28,JCHAC.NS,SELL,1689.6594917651191,-4,Target Reached,34.827109747503734
2024-06-06,MARICO.NS,SELL,637.0330643349287,-10,Target Reached,24.16970331881463
2024-06-11,INFY.NS,BUY,1462.583761115188,3,Golden Cross,
2024-06-14,RELIANCE.NS,BUY,1459.199879544848,3,Golden Cross,
2024-06-14,VGUARD.NS,SELL,409.1830780751688,-16,Target Reached,30.814403483077857
2024-06-25,HCLTECH.NS,BUY,1379.5624967347835,4,Golden Cross,
2024-06-26,KANSAINER.NS,BUY,270.6995313666877,20,Golden Cross,
2024-06-28,ICICIGI.NS,SELL,1781.2222111414233,-3,Target Reached,19.97097586938445
2024-07-03,TCS.NS,BUY,3880.85319459878,1,Golden Cross,
2024-07-04,HDFCBANK.NS,SELL,868.140400585194,-6,Target Reached,21.172490479470646
2024-07-08,MCX.NS,BUY,3978.443960537413,1,Golden Cross,
2024-07-11,ICICIPRULI.NS,SELL,660.2249719235383,-9,Target Reached,22.66633940461654
2024-07-15,AXISBANK.NS,SELL,1315.5755973520327,-4,Target Reached,20.229571089769045
2024-07-19,RAJESHEXPO.NS,BUY,317.3999938964844,18,Golden Cross,
2024-07-23,INFY.NS,SELL,1764.792234257505,-3,Target Reached,20.66264382095215
2024-08-12,ERIS.NS,SELL,1199.8380435823833,-5,Target Reached,31.157611934138618
2024-08-20,MOTILALOFS.NS,BUY,634.052637359281,9,Golden Cross,
2024-08-21,NAM-INDIA.NS,BUY,690.3217973334017,8,Golden Cross,
2024-08-22,ITC.NS,SELL,490.91335230687474,-12,Target Reached,20.67654682744358
2024-08-27,HCLTECH.NS,SELL,1664.9939841430341,-4,Target Reached,20.690000495361677
2024-08-28,HDFCAMC.NS,SELL,4425.449857103857,-1,Target Reached,21.421292925811816
2024-09-03,HAVELLS.NS,BUY,1877.9835693656812,3,Golden Cross,
2024-09-04,HDFCLIFE.NS,SELL,749.6279693480665,-7,Target Reached,19.7232421839735
2024-09-04,MCX.NS,SELL,5148.478654331912,-1,Target Reached,29.409354647198533
2024-09-10,ICICIBANK.NS,BUY,1227.4786328440832,5,Golden Cross,
2024-09-10,VIPIND.NS,BUY,506.6499938964844,12,Golden Cross,
2024-09-13,HDFCBANK.NS,BUY,825.8371886289187,7,Golden Cross,
2024-09-13,JCHAC.NS,BUY,2049.015730957663,3,Golden Cross,
2024-09-16,PIDILITIND.NS,SELL,1638.0539788845601,-3,Target Reached,21.164440653227793
2024-09-24,AXISBANK.NS,BUY,1240.0401803989173,5,Golden Cross,
2024-10-16,MOTILALOFS.NS,SELL,900.0272708025149,-9,Target Reached,41.948352198481814
2024-10-18,HDFCLIFE.NS,BUY,723.998774775468,8,Golden Cross,
2024-10-25,RADICO.NS,SELL,2346.596818519947,-2,Target Reached,33.756102007178214
2024-12-06,INFY.NS,BUY,1905.9826538933166,3,Golden Cross,
2024-12-11,FINEORG.NS,BUY,5188.7311308579165,1,Golden Cross,
2024-12-23,TEAMLEASE.NS,BUY,2941.0,1,Golden Cross,
2025-01-03,EICHERMOT.NS,SELL,5256.837123552465,-1,Target Reached,34.50755170251928
2025-01-13,EQUITASBNK.NS,BUY,68.19999694824219,83,Golden Cross,
2025-03-25,KOTAKBANK.NS,SELL,2177.3894779440443,-2,Target Reached,21.65732102265486
2025-03-25,BAJFINANCE.NS,SELL,906.9039145835608,-6,Target Reached,21.306987492897452
2025-03-25,ERIS.NS,BUY,1366.9000244140625,4,Golden Cross,
2025-03-27,RADICO.NS,BUY,2330.620109774372,2,Golden Cross,
2025-04-21,BAJAJFINSV.NS,SELL,2036.1078986371813,-3,Target Reached,20.61449672681825
2025-04-21,ICICIPRULI.NS,BUY,601.2032176024209,9,Golden Cross,
2025-06-09,BANKBEES.NS,SELL,585.5,-10,Target Reached,20.85121918817877
2025-06-11,DABUR.NS,BUY,485.1342817347684,12,Golden Cross,
2025-06-13,ERIS.NS,SELL,1764.9000244140625,-4,Target Reached,29.116979507744713
2025-06-27,HDFCBANK.NS,SELL,1004.0015037809444,-7,Target Reached,21.57378204871347
2025-07-01,KOTAKBANK.NS,BUY,2161.0084989690326,2,Golden Cross,
2025-07-10,BAJAJFINSV.NS,BUY,2034.0,3,Golden Cross,
2025-07-16,NAM-INDIA.NS,SELL,851.0,-8,Target Reached,23.275840816163047
2025-07-16,AKZOINDIA.NS,BUY,3442.0085236818422,1,Golden Cross,
